NAME,TBNAME,TBCREATOR
PARAMETER_STYLE,ROUTINES,SYSCAT  
PARM_COUNT,ROUTINES,SYSCAT  
PERCENT_ARGBYTES,ROUTINES,SYSCAT  
PRECOMPILE_OPTIONS,ROUTINES,SYSCAT  
PROGRAMTYPE,ROUTINES,SYSCAT  
PUBLISHED,ROUTINES,SYSCAT  
QUALIFIER,ROUTINES,SYSCAT  
REMARKS,ROUTINES,SYSCAT  
RESULT_COLS,ROUTINES,SYSCAT  
RESULT_SETS,ROUTINES,SYSCAT  
RETURN_TYPEMODULE,ROUTINES,SYSCAT  
RETURN_TYPENAME,ROUTINES,SYSCAT  
RETURN_TYPESCHEMA,ROUTINES,SYSCAT  
ROUTINEID,ROUTINES,SYSCAT  
ROUTINEMODULEID,ROUTINES,SYSCAT  
ROUTINEMODULENAME,ROUTINES,SYSCAT  
ROUTINENAME,ROUTINES,SYSCAT  
ROUTINESCHEMA,ROUTINES,SYSCAT  
ROUTINETYPE,ROUTINES,SYSCAT  
SCRATCHPAD,ROUTINES,SYSCAT  
SCRATCHPAD_LENGTH,ROUTINES,SYSCAT  
SECURE,ROUTINES,SYSCAT  
SELECTIVITY,ROUTINES,SYSCAT  
SOURCEMODULENAME,ROUTINES,SYSCAT  
SOURCESCHEMA,ROUTINES,SYSCAT  
SOURCESPECIFIC,ROUTINES,SYSCAT  
SPECIFICNAME,ROUTINES,SYSCAT  
SPEC_REG,ROUTINES,SYSCAT  
SQL_DATA_ACCESS,ROUTINES,SYSCAT  
SUBJECT_TYPENAME,ROUTINES,SYSCAT  
SUBJECT_TYPESCHEMA,ROUTINES,SYSCAT  
TEXT,ROUTINES,SYSCAT  
TEXT_BODY_OFFSET,ROUTINES,SYSCAT  
THREADSAFE,ROUTINES,SYSCAT  
TRACE_LEVEL,ROUTINES,SYSCAT  
TYPE_PRESERVING,ROUTINES,SYSCAT  
VALID,ROUTINES,SYSCAT  
WITH_FUNC_ACCESS,ROUTINES,SYSCAT  
ALTER_TIME,ROUTINESFEDERATED,SYSCAT  
CODEPAGE,ROUTINESFEDERATED,SYSCAT  
COMMIT_ON_RETURN,ROUTINESFEDERATED,SYSCAT  
CREATE_TIME,ROUTINESFEDERATED,SYSCAT  
DETERMINISTIC,ROUTINESFEDERATED,SYSCAT  
EXTERNAL_ACTION,ROUTINESFEDERATED,SYSCAT  
LAST_REGEN_TIME,ROUTINESFEDERATED,SYSCAT  
OWNER,ROUTINESFEDERATED,SYSCAT  
OWNERTYPE,ROUTINESFEDERATED,SYSCAT  
PARM_COUNT,ROUTINESFEDERATED,SYSCAT  
QUALIFIER,ROUTINESFEDERATED,SYSCAT  
REMARKS,ROUTINESFEDERATED,SYSCAT  
REMOTE_PACKAGE,ROUTINESFEDERATED,SYSCAT  
REMOTE_PROCEDURE,ROUTINESFEDERATED,SYSCAT  
REMOTE_PROCEDURE_ALTER_TIME,ROUTINESFEDERATED,SYSCAT  
REMOTE_SCHEMA,ROUTINESFEDERATED,SYSCAT  
RESULT_COLS,ROUTINESFEDERATED,SYSCAT  
RESULT_SETS,ROUTINESFEDERATED,SYSCAT  
ROUTINEID,ROUTINESFEDERATED,SYSCAT  
ROUTINENAME,ROUTINESFEDERATED,SYSCAT  
ROUTINESCHEMA,ROUTINESFEDERATED,SYSCAT  
ROUTINETYPE,ROUTINESFEDERATED,SYSCAT  
SERVERNAME,ROUTINESFEDERATED,SYSCAT  
SPECIFICNAME,ROUTINESFEDERATED,SYSCAT  
SQL_DATA_ACCESS,ROUTINESFEDERATED,SYSCAT  
CODEPAGE,ROWFIELDS,SYSCAT  
COLLATIONNAME,ROWFIELDS,SYSCAT  
COLLATIONSCHEMA,ROWFIELDS,SYSCAT  
DEFAULT,ROWFIELDS,SYSCAT  
ENVSTRINGUNITS,ROWFIELDS,SYSCAT  
FIELDNAME,ROWFIELDS,SYSCAT  
FIELDTYPEMODULENAME,ROWFIELDS,SYSCAT  
FIELDTYPENAME,ROWFIELDS,SYSCAT  
FIELDTYPESCHEMA,ROWFIELDS,SYSCAT  
FUNC_PATH,ROWFIELDS,SYSCAT  
LENGTH,ROWFIELDS,SYSCAT  
NULLS,ROWFIELDS,SYSCAT  
ORDINAL,ROWFIELDS,SYSCAT  
QUALIFIER,ROWFIELDS,SYSCAT  
SCALE,ROWFIELDS,SYSCAT  
STRINGUNITSLENGTH,ROWFIELDS,SYSCAT  
TYPEMODULENAME,ROWFIELDS,SYSCAT  
TYPENAME,ROWFIELDS,SYSCAT  
TYPESCHEMA,ROWFIELDS,SYSCAT  
TYPESTRINGUNITS,ROWFIELDS,SYSCAT  
ACCESSCTRLAUTH,SCHEMAAUTH,SYSCAT  
ALTERINAUTH,SCHEMAAUTH,SYSCAT  
CREATEINAUTH,SCHEMAAUTH,SYSCAT  
DATAACCESSAUTH,SCHEMAAUTH,SYSCAT  
DELETEINAUTH,SCHEMAAUTH,SYSCAT  
DROPINAUTH,SCHEMAAUTH,SYSCAT  
EXECUTEINAUTH,SCHEMAAUTH,SYSCAT  
GRANTEE,SCHEMAAUTH,SYSCAT  
GRANTEETYPE,SCHEMAAUTH,SYSCAT  
GRANTOR,SCHEMAAUTH,SYSCAT  
GRANTORTYPE,SCHEMAAUTH,SYSCAT  
INSERTINAUTH,SCHEMAAUTH,SYSCAT  
LOADAUTH,SCHEMAAUTH,SYSCAT  
SCHEMAADMAUTH,SCHEMAAUTH,SYSCAT  
SCHEMANAME,SCHEMAAUTH,SYSCAT  
SCHEMARCACAUTH,SCHEMAAUTH,SYSCAT  
SELECTINAUTH,SCHEMAAUTH,SYSCAT  
UPDATEINAUTH,SCHEMAAUTH,SYSCAT  
AUDITEXCEPTIONENABLED,SCHEMATA,SYSCAT  
AUDITPOLICYID,SCHEMATA,SYSCAT  
AUDITPOLICYNAME,SCHEMATA,SYSCAT  
CREATE_TIME,SCHEMATA,SYSCAT  
DATACAPTURE,SCHEMATA,SYSCAT  
DEFINER,SCHEMATA,SYSCAT  
DEFINERTYPE,SCHEMATA,SYSCAT  
OWNER,SCHEMATA,SYSCAT  
OWNERTYPE,SCHEMATA,SYSCAT  
QUIESCED,SCHEMATA,SYSCAT  
REMARKS,SCHEMATA,SYSCAT  
ROWMODIFICATIONTRACKING,SCHEMATA,SYSCAT  
SCHEMANAME,SCHEMATA,SYSCAT  
DATATYPE,SCPREFTBSPACES,SYSCAT  
PARENTSERVICECLASSID,SCPREFTBSPACES,SYSCAT  
PARENTSERVICECLASSNAME,SCPREFTBSPACES,SYSCAT  
SERVICECLASSID,SCPREFTBSPACES,SYSCAT  
SERVICECLASSNAME,SCPREFTBSPACES,SYSCAT  
TBSPACE,SCPREFTBSPACES,SYSCAT  
TBSPACEID,SCPREFTBSPACES,SYSCAT  
ACCESSTYPE,SECURITYLABELACCESS,SYSCAT  
GRANTEE,SECURITYLABELACCESS,SYSCAT  
GRANTEETYPE,SECURITYLABELACCESS,SYSCAT  
GRANTOR,SECURITYLABELACCESS,SYSCAT  
GRANT_TIME,SECURITYLABELACCESS,SYSCAT  
SECLABELID,SECURITYLABELACCESS,SYSCAT  
SECPOLICYID,SECURITYLABELACCESS,SYSCAT  
COMPID,SECURITYLABELCOMPONENTELEMENTS,SYSCAT  
ELEMENTVALUE,SECURITYLABELCOMPONENTELEMENTS,SYSCAT  
ELEMENTVALUEENCODING,SECURITYLABELCOMPONENTELEMENTS,SYSCAT  
PARENTELEMENTVALUE,SECURITYLABELCOMPONENTELEMENTS,SYSCAT  
COMPID,SECURITYLABELCOMPONENTS,SYSCAT  
COMPNAME,SECURITYLABELCOMPONENTS,SYSCAT  
COMPTYPE,SECURITYLABELCOMPONENTS,SYSCAT  
CREATE_TIME,SECURITYLABELCOMPONENTS,SYSCAT  
NUMELEMENTS,SECURITYLABELCOMPONENTS,SYSCAT  
REMARKS,SECURITYLABELCOMPONENTS,SYSCAT  
CREATE_TIME,SECURITYLABELS,SYSCAT  
REMARKS,SECURITYLABELS,SYSCAT  
SECLABEL,SECURITYLABELS,SYSCAT  
SECLABELID,SECURITYLABELS,SYSCAT  
SECLABELNAME,SECURITYLABELS,SYSCAT  
SECPOLICYID,SECURITYLABELS,SYSCAT  
CREATE_TIME,SECURITYPOLICIES,SYSCAT  
GROUPAUTHS,SECURITYPOLICIES,SYSCAT  
NOTAUTHWRITESECLABEL,SECURITYPOLICIES,SYSCAT  
NUMSECLABELCOMP,SECURITYPOLICIES,SYSCAT  
REMARKS,SECURITYPOLICIES,SYSCAT  
ROLEAUTHS,SECURITYPOLICIES,SYSCAT  
RWSECLABELREL,SECURITYPOLICIES,SYSCAT  
SECPOLICYID,SECURITYPOLICIES,SYSCAT  
SECPOLICYNAME,SECURITYPOLICIES,SYSCAT  
COMPID,SECURITYPOLICYCOMPONENTRULES,SYSCAT  
ORDINAL,SECURITYPOLICYCOMPONENTRULES,SYSCAT  
READACCESSRULENAME,SECURITYPOLICYCOMPONENTRULES,SYSCAT  
READACCESSRULETEXT,SECURITYPOLICYCOMPONENTRULES,SYSCAT  
SECPOLICYID,SECURITYPOLICYCOMPONENTRULES,SYSCAT  
WRITEACCESSRULENAME,SECURITYPOLICYCOMPONENTRULES,SYSCAT  
WRITEACCESSRULETEXT,SECURITYPOLICYCOMPONENTRULES,SYSCAT  
ACCESSRULENAME,SECURITYPOLICYEXEMPTIONS,SYSCAT  
ACCESSTYPE,SECURITYPOLICYEXEMPTIONS,SYSCAT  
ACTIONALLOWED,SECURITYPOLICYEXEMPTIONS,SYSCAT  
GRANTEE,SECURITYPOLICYEXEMPTIONS,SYSCAT  
GRANTEETYPE,SECURITYPOLICYEXEMPTIONS,SYSCAT  
GRANTOR,SECURITYPOLICYEXEMPTIONS,SYSCAT  
GRANT_TIME,SECURITYPOLICYEXEMPTIONS,SYSCAT  
ORDINAL,SECURITYPOLICYEXEMPTIONS,SYSCAT  
SECPOLICYID,SECURITYPOLICYEXEMPTIONS,SYSCAT  
ALTERAUTH,SEQUENCEAUTH,SYSCAT  
GRANTEE,SEQUENCEAUTH,SYSCAT  
GRANTEETYPE,SEQUENCEAUTH,SYSCAT  
GRANTOR,SEQUENCEAUTH,SYSCAT  
GRANTORTYPE,SEQUENCEAUTH,SYSCAT  
SEQNAME,SEQUENCEAUTH,SYSCAT  
SEQSCHEMA,SEQUENCEAUTH,SYSCAT  
USAGEAUTH,SEQUENCEAUTH,SYSCAT  
ALTER_TIME,SEQUENCES,SYSCAT  
BASE_SEQNAME,SEQUENCES,SYSCAT  
BASE_SEQSCHEMA,SEQUENCES,SYSCAT  
CACHE,SEQUENCES,SYSCAT  
CREATE_TIME,SEQUENCES,SYSCAT  
CYCLE,SEQUENCES,SYSCAT  
DATATYPEID,SEQUENCES,SYSCAT  
DEFINER,SEQUENCES,SYSCAT  
DEFINERTYPE,SEQUENCES,SYSCAT  
INCREMENT,SEQUENCES,SYSCAT  
MAXVALUE,SEQUENCES,SYSCAT  
MINVALUE,SEQUENCES,SYSCAT  
NEXTCACHEFIRSTVALUE,SEQUENCES,SYSCAT  
ORDER,SEQUENCES,SYSCAT  
ORIGIN,SEQUENCES,SYSCAT  
OWNER,SEQUENCES,SYSCAT  
OWNERTYPE,SEQUENCES,SYSCAT  
PRECISION,SEQUENCES,SYSCAT  
REMARKS,SEQUENCES,SYSCAT  
SEQID,SEQUENCES,SYSCAT  
SEQNAME,SEQUENCES,SYSCAT  
SEQSCHEMA,SEQUENCES,SYSCAT  
SEQTYPE,SEQUENCES,SYSCAT  
SOURCETYPEID,SEQUENCES,SYSCAT  
START,SEQUENCES,SYSCAT  
CREATE_TIME,SERVEROPTIONS,SYSCAT  
OPTION,SERVEROPTIONS,SYSCAT  
REMARKS,SERVEROPTIONS,SYSCAT  
SERVERNAME,SERVEROPTIONS,SYSCAT  
SERVEROPTIONKEY,SERVEROPTIONS,SYSCAT  
SERVERTYPE,SERVEROPTIONS,SYSCAT  
SERVERVERSION,SERVEROPTIONS,SYSCAT  
SETTING,SERVEROPTIONS,SYSCAT  
WRAPNAME,SERVEROPTIONS,SYSCAT  
REMARKS,SERVERS,SYSCAT  
SERVERNAME,SERVERS,SYSCAT  
SERVERTYPE,SERVERS,SYSCAT  
SERVERVERSION,SERVERS,SYSCAT  
WRAPNAME,SERVERS,SYSCAT  
ACTSORTMEMLIMIT,SERVICECLASSES,SYSCAT  
ADMISSIONQUEUEORDER,SERVICECLASSES,SYSCAT  
AGENTPRIORITY,SERVICECLASSES,SYSCAT  
ALTER_TIME,SERVICECLASSES,SYSCAT  
BUFFERPOOLPRIORITY,SERVICECLASSES,SYSCAT  
COLLECTACTDATA,SERVICECLASSES,SYSCAT  
COLLECTACTPARTITION,SERVICECLASSES,SYSCAT  
COLLECTAGGACTDATA,SERVICECLASSES,SYSCAT  
COLLECTAGGREQDATA,SERVICECLASSES,SYSCAT  
COLLECTAGGUOWDATA,SERVICECLASSES,SYSCAT  
COLLECTHISTORY,SERVICECLASSES,SYSCAT  
COLLECTREQMETRICS,SERVICECLASSES,SYSCAT  
CPULIMIT,SERVICECLASSES,SYSCAT  
CPUSHARES,SERVICECLASSES,SYSCAT  
CPUSHARETYPE,SERVICECLASSES,SYSCAT  
CREATE_TIME,SERVICECLASSES,SYSCAT  
DEGREESCALEBACK,SERVICECLASSES,SYSCAT  
ENABLED,SERVICECLASSES,SYSCAT  
INBOUNDCORRELATOR,SERVICECLASSES,SYSCAT  
MAXDEGREE,SERVICECLASSES,SYSCAT  
MINRESOURCESHAREPCT,SERVICECLASSES,SYSCAT  
OUTBOUNDCORRELATOR,SERVICECLASSES,SYSCAT  
PARENTID,SERVICECLASSES,SYSCAT  
PARENTSERVICECLASSNAME,SERVICECLASSES,SYSCAT  
PREFETCHPRIORITY,SERVICECLASSES,SYSCAT  
REMARKS,SERVICECLASSES,SYSCAT  
RESOURCESHARES,SERVICECLASSES,SYSCAT  
RESOURCESHARETYPE,SERVICECLASSES,SYSCAT  
SECTIONACTUALSOPTIONS,SERVICECLASSES,SYSCAT  
SERVICECLASSID,SERVICECLASSES,SYSCAT  
SERVICECLASSNAME,SERVICECLASSES,SYSCAT  
SORTMEMORYPRIORITY,SERVICECLASSES,SYSCAT  
WORKLOADTYPE,SERVICECLASSES,SYSCAT  
PKGNAME,STATEMENTS,SYSCAT  
PKGSCHEMA,STATEMENTS,SYSCAT  
SECTNO,STATEMENTS,SYSCAT  
SEQNO,STATEMENTS,SYSCAT  
STMTNO,STATEMENTS,SYSCAT  
TEXT,STATEMENTS,SYSCAT  
UNIQUE_ID,STATEMENTS,SYSCAT  
VERSION,STATEMENTS,SYSCAT  
TEXT,STATEMENTTEXTS,SYSCAT  
TEXTID,STATEMENTTEXTS,SYSCAT  
CACHINGTIER,STOGROUPS,SYSCAT  
CREATE_TIME,STOGROUPS,SYSCAT  
DATATAG,STOGROUPS,SYSCAT  
DEFAULTSG,STOGROUPS,SYSCAT  
DEVICEREADRATE,STOGROUPS,SYSCAT  
DEVICEWRITERATE,STOGROUPS,SYSCAT  
OVERHEAD,STOGROUPS,SYSCAT  
OWNER,STOGROUPS,SYSCAT  
REMARKS,STOGROUPS,SYSCAT  
SGID,STOGROUPS,SYSCAT  
SGNAME,STOGROUPS,SYSCAT  
WRITEOVERHEAD,STOGROUPS,SYSCAT  
AUTHENTICATE,SURROGATEAUTHIDS,SYSCAT  
CONTEXTROLE,SURROGATEAUTHIDS,SYSCAT  
GRANTOR,SURROGATEAUTHIDS,SYSCAT  
GRANT_TIME,SURROGATEAUTHIDS,SYSCAT  
SURROGATEAUTHID,SURROGATEAUTHIDS,SYSCAT  
SURROGATEAUTHIDTYPE,SURROGATEAUTHIDS,SYSCAT  
TRUSTEDID,SURROGATEAUTHIDS,SYSCAT  
TRUSTEDIDTYPE,SURROGATEAUTHIDS,SYSCAT  
COLNAME,SYSCOLPROPERTIES_UNION,SYSCAT  
SCOPE_TABNAME,SYSCOLPROPERTIES_UNION,SYSCAT  
SCOPE_TABSCHEMA,SYSCOLPROPERTIES_UNION,SYSCAT  
SPECIAL_PROPS,SYSCOLPROPERTIES_UNION,SYSCAT  
TABNAME,SYSCOLPROPERTIES_UNION,SYSCAT  
TABSCHEMA,SYSCOLPROPERTIES_UNION,SYSCAT  
TARGET_TYPENAME,SYSCOLPROPERTIES_UNION,SYSCAT  
TARGET_TYPESCHEMA,SYSCOLPROPERTIES_UNION,SYSCAT  
AVGCOLLEN,SYSCOLUMNS_UNION,SYSCAT  
AVGCOLLENCHAR,SYSCOLUMNS_UNION,SYSCAT  
AVGDISTINCTPERPAGE,SYSCOLUMNS_UNION,SYSCAT  
AVGENCODEDCOLLEN,SYSCOLUMNS_UNION,SYSCAT  
CODEPAGE,SYSCOLUMNS_UNION,SYSCAT  
COLCARD,SYSCOLUMNS_UNION,SYSCAT  
COLLATIONID,SYSCOLUMNS_UNION,SYSCAT  
COLNO,SYSCOLUMNS_UNION,SYSCAT  
COLTYPE,SYSCOLUMNS_UNION,SYSCAT  
COMPACT,SYSCOLUMNS_UNION,SYSCAT  
COMPOSITE_CODEPAGE,SYSCOLUMNS_UNION,SYSCAT  
COMPRESS,SYSCOLUMNS_UNION,SYSCAT  
DBCSCODEPG,SYSCOLUMNS_UNION,SYSCAT  
DEFAULT,SYSCOLUMNS_UNION,SYSCAT  
GENERATED,SYSCOLUMNS_UNION,SYSCAT  
HIDDEN,SYSCOLUMNS_UNION,SYSCAT  
HIGH2KEY,SYSCOLUMNS_UNION,SYSCAT  
IDENTITY,SYSCOLUMNS_UNION,SYSCAT  
IMPLICITVALUE,SYSCOLUMNS_UNION,SYSCAT  
INLINE_LENGTH,SYSCOLUMNS_UNION,SYSCAT  
KEYSEQ,SYSCOLUMNS_UNION,SYSCAT  
LENGTH,SYSCOLUMNS_UNION,SYSCAT  
LOGGED,SYSCOLUMNS_UNION,SYSCAT  
LONGLENGTH,SYSCOLUMNS_UNION,SYSCAT  
LOW2KEY,SYSCOLUMNS_UNION,SYSCAT  
NAME,SYSCOLUMNS_UNION,SYSCAT  
NMOSTFREQ,SYSCOLUMNS_UNION,SYSCAT  
NQUANTILES,SYSCOLUMNS_UNION,SYSCAT  
NULLS,SYSCOLUMNS_UNION,SYSCAT  
NUMNULLS,SYSCOLUMNS_UNION,SYSCAT  
PAGEVARIANCERATIO,SYSCOLUMNS_UNION,SYSCAT  
PARTKEYSEQ,SYSCOLUMNS_UNION,SYSCAT  
PCTENCODED,SYSCOLUMNS_UNION,SYSCAT  
PCTINLINED,SYSCOLUMNS_UNION,SYSCAT  
REMARKS,SYSCOLUMNS_UNION,SYSCAT  
SCALE,SYSCOLUMNS_UNION,SYSCAT  
SECLABELID,SYSCOLUMNS_UNION,SYSCAT  
SOURCE_TABNAME,SYSCOLUMNS_UNION,SYSCAT  
SOURCE_TABSCHEMA,SYSCOLUMNS_UNION,SYSCAT  
SUB_COUNT,SYSCOLUMNS_UNION,SYSCAT  
SUB_DELIM_LENGTH,SYSCOLUMNS_UNION,SYSCAT  
TBCREATOR,SYSCOLUMNS_UNION,SYSCAT  
TBNAME,SYSCOLUMNS_UNION,SYSCAT  
TYPENAME,SYSCOLUMNS_UNION,SYSCAT  
TYPESCHEMA,SYSCOLUMNS_UNION,SYSCAT  
ALTER_TIME,SYSDATATYPES_UNION,SYSCAT  
ARRAYINDEXTYPEID,SYSDATATYPES_UNION,SYSCAT  
ARRAYINDEXTYPESCALE,SYSDATATYPES_UNION,SYSCAT  
ARRAY_LENGTH,SYSDATATYPES_UNION,SYSCAT  
ATTRCOUNT,SYSDATATYPES_UNION,SYSCAT  
CLASS,SYSDATATYPES_UNION,SYSCAT  
CODEPAGE,SYSDATATYPES_UNION,SYSCAT  
COLLATIONID,SYSDATATYPES_UNION,SYSCAT  
CONSTRAINT_TEXT,SYSDATATYPES_UNION,SYSCAT  
CREATE_TIME,SYSDATATYPES_UNION,SYSCAT  
DEFINER,SYSDATATYPES_UNION,SYSCAT  
DEFINERTYPE,SYSDATATYPES_UNION,SYSCAT  
ENVID,SYSDATATYPES_UNION,SYSCAT  
FINAL,SYSDATATYPES_UNION,SYSCAT  
FUNC_PATH,SYSDATATYPES_UNION,SYSCAT  
INLINE_LENGTH,SYSDATATYPES_UNION,SYSCAT  
INSTANTIABLE,SYSDATATYPES_UNION,SYSCAT  
JARSCHEMA,SYSDATATYPES_UNION,SYSCAT  
JAR_ID,SYSDATATYPES_UNION,SYSCAT  
LENGTH,SYSDATATYPES_UNION,SYSCAT  
METATYPE,SYSDATATYPES_UNION,SYSCAT  
NAME,SYSDATATYPES_UNION,SYSCAT  
NATURAL_INLINE_LENGTH,SYSDATATYPES_UNION,SYSCAT  
NULLS,SYSDATATYPES_UNION,SYSCAT  
PACKED_DESC,SYSDATATYPES_UNION,SYSCAT  
PUBLISHED,SYSDATATYPES_UNION,SYSCAT  
REMARKS,SYSDATATYPES_UNION,SYSCAT  
SCALE,SYSDATATYPES_UNION,SYSCAT  
SCHEMA,SYSDATATYPES_UNION,SYSCAT  
SOURCEMODULEID,SYSDATATYPES_UNION,SYSCAT  
SOURCESCHEMA,SYSDATATYPES_UNION,SYSCAT  
SOURCETYPE,SYSDATATYPES_UNION,SYSCAT  
SOURCETYPEID,SYSDATATYPES_UNION,SYSCAT  
SQLJ_REPRESENTATION,SYSDATATYPES_UNION,SYSCAT  
STRINGUNITS,SYSDATATYPES_UNION,SYSCAT  
TYPEID,SYSDATATYPES_UNION,SYSCAT  
TYPEMODULEID,SYSDATATYPES_UNION,SYSCAT  
TYPE_DESC,SYSDATATYPES_UNION,SYSCAT  
VALID,SYSDATATYPES_UNION,SYSCAT  
WITH_FUNC_ACCESS,SYSDATATYPES_UNION,SYSCAT  
ACCESS_MODE,SYSTABLES_UNION,SYSCAT  
ACTIVE_BLOCKS,SYSTABLES_UNION,SYSCAT  
ALTER_TIME,SYSTABLES_UNION,SYSCAT  
APPEND_MODE,SYSTABLES_UNION,SYSCAT  
AST_DESC,SYSTABLES_UNION,SYSCAT  
AUDITEXCEPTIONENABLED,SYSTABLES_UNION,SYSCAT  
AUDITEXCEPTION_DESC,SYSTABLES_UNION,SYSCAT  
AUDITPOLICYID,SYSTABLES_UNION,SYSCAT  
AVGCOMPRESSEDROWSIZE,SYSTABLES_UNION,SYSCAT  
AVGROWCOMPRESSIONRATIO,SYSTABLES_UNION,SYSCAT  
AVGROWSIZE,SYSTABLES_UNION,SYSCAT  
BASE_NAME,SYSTABLES_UNION,SYSCAT  
BASE_SCHEMA,SYSTABLES_UNION,SYSCAT  
CARD,SYSTABLES_UNION,SYSCAT  
CHECKCOUNT,SYSTABLES_UNION,SYSCAT  
CHECK_DESC,SYSTABLES_UNION,SYSCAT  
CHILDREN,SYSTABLES_UNION,SYSCAT  
CLUSTERED,SYSTABLES_UNION,SYSCAT  
CODEPAGE,SYSTABLES_UNION,SYSCAT  
COLCOUNT,SYSTABLES_UNION,SYSCAT  
COLLATIONID,SYSTABLES_UNION,SYSCAT  
COLLATIONID_ORDERBY,SYSTABLES_UNION,SYSCAT  
COMPRESSION,SYSTABLES_UNION,SYSCAT  
CONST_CHECKED,SYSTABLES_UNION,SYSCAT  
CONTROL,SYSTABLES_UNION,SYSCAT  
CONTROLS_DESC,SYSTABLES_UNION,SYSCAT  
CREATOR,SYSTABLES_UNION,SYSCAT  
CTIME,SYSTABLES_UNION,SYSCAT  
DATA_CAPTURE,SYSTABLES_UNION,SYSCAT  
DEFINER,SYSTABLES_UNION,SYSCAT  
DEFINERTYPE,SYSTABLES_UNION,SYSCAT  
DROPRULE,SYSTABLES_UNION,SYSCAT  
ENCODING_SCHEME,SYSTABLES_UNION,SYSCAT  
EXTENDED_ROW_SIZE,SYSTABLES_UNION,SYSCAT  
FID,SYSTABLES_UNION,SYSCAT  
FPAGES,SYSTABLES_UNION,SYSCAT  
INDEX_TBSPACE,SYSTABLES_UNION,SYSCAT  
INVALIDATE_TIME,SYSTABLES_UNION,SYSCAT  
KEYCOLUMNS,SYSTABLES_UNION,SYSCAT  
KEYOBID,SYSTABLES_UNION,SYSCAT  
KEYUNIQUE,SYSTABLES_UNION,SYSCAT  
LASTUSED,SYSTABLES_UNION,SYSCAT  
LAST_REGEN_TIME,SYSTABLES_UNION,SYSCAT  
LOCKSIZE,SYSTABLES_UNION,SYSCAT  
LOGGED,SYSTABLES_UNION,SYSCAT  
LOGINDEXBUILD,SYSTABLES_UNION,SYSCAT  
LONG_TBSPACE,SYSTABLES_UNION,SYSCAT  
MAXFREESPACESEARCH,SYSTABLES_UNION,SYSCAT  
MPAGES,SYSTABLES_UNION,SYSCAT  
NAME,SYSTABLES_UNION,SYSCAT  
NPAGES,SYSTABLES_UNION,SYSCAT  
ONCOMMIT,SYSTABLES_UNION,SYSCAT  
ONROLLBACK,SYSTABLES_UNION,SYSCAT  
OVERFLOW,SYSTABLES_UNION,SYSCAT  
PACKED_DESC,SYSTABLES_UNION,SYSCAT  
PARENTS,SYSTABLES_UNION,SYSCAT  
PARTITION_MODE,SYSTABLES_UNION,SYSCAT  
PCTEXTENDEDROWS,SYSTABLES_UNION,SYSCAT  
PCTFREE,SYSTABLES_UNION,SYSCAT  
PCTPAGESSAVED,SYSTABLES_UNION,SYSCAT  
PCTROWSCOMPRESSED,SYSTABLES_UNION,SYSCAT  
PMAP_ID,SYSTABLES_UNION,SYSCAT  
PROPERTY,SYSTABLES_UNION,SYSCAT  
PROTECTIONGRANULARITY,SYSTABLES_UNION,SYSCAT  
REFRESH,SYSTABLES_UNION,SYSCAT  
REFRESH_TIME,SYSTABLES_UNION,SYSCAT  
REL_DESC,SYSTABLES_UNION,SYSCAT  
REMARKS,SYSTABLES_UNION,SYSCAT  
REMOTE_DESC,SYSTABLES_UNION,SYSCAT  
ROWCOMPMODE,SYSTABLES_UNION,SYSCAT  
ROWTYPENAME,SYSTABLES_UNION,SYSCAT  
ROWTYPESCHEMA,SYSTABLES_UNION,SYSCAT  
SECPOLICYID,SYSTABLES_UNION,SYSCAT  
SELFREFS,SYSTABLES_UNION,SYSCAT  
STATISTICS_PROFILE,SYSTABLES_UNION,SYSCAT  
STATS_TIME,SYSTABLES_UNION,SYSCAT  
STATUS,SYSTABLES_UNION,SYSCAT  
TBSPACE,SYSTABLES_UNION,SYSCAT  
TID,SYSTABLES_UNION,SYSCAT  
TRIG_DESC,SYSTABLES_UNION,SYSCAT  
TYPE,SYSTABLES_UNION,SYSCAT  
VIEW_DESC,SYSTABLES_UNION,SYSCAT  
VOLATILE,SYSTABLES_UNION,SYSCAT  
ALTERAUTH,TABAUTH,SYSCAT  
CONTROLAUTH,TABAUTH,SYSCAT  
DELETEAUTH,TABAUTH,SYSCAT  
GRANTEE,TABAUTH,SYSCAT  
GRANTEETYPE,TABAUTH,SYSCAT  
GRANTOR,TABAUTH,SYSCAT  
GRANTORTYPE,TABAUTH,SYSCAT  
INDEXAUTH,TABAUTH,SYSCAT  
INSERTAUTH,TABAUTH,SYSCAT  
REFAUTH,TABAUTH,SYSCAT  
SELECTAUTH,TABAUTH,SYSCAT  
TABNAME,TABAUTH,SYSCAT  
TABSCHEMA,TABAUTH,SYSCAT  
UPDATEAUTH,TABAUTH,SYSCAT  
CHECKEXISTINGDATA,TABCONST,SYSCAT  
CONSTNAME,TABCONST,SYSCAT  
DEFINER,TABCONST,SYSCAT  
ENABLEQUERYOPT,TABCONST,SYSCAT  
ENFORCED,TABCONST,SYSCAT  
OWNER,TABCONST,SYSCAT  
OWNERTYPE,TABCONST,SYSCAT  
PERIODNAME,TABCONST,SYSCAT  
PERIODPOLICY,TABCONST,SYSCAT  
REMARKS,TABCONST,SYSCAT  
TABNAME,TABCONST,SYSCAT  
TABSCHEMA,TABCONST,SYSCAT  
TRUSTED,TABCONST,SYSCAT  
