NAME,TBNAME,TBCREATOR
BMODULEID,CONSTDEP,SYSCAT  
BMODULENAME,CONSTDEP,SYSCAT  
BNAME,CONSTDEP,SYSCAT  
BSCHEMA,CONSTDEP,SYSCAT  
BTYPE,CONSTDEP,SYSCAT  
CONSTNAME,CONSTDEP,SYSCAT  
TABNAME,CONSTDEP,SYSCAT  
TABSCHEMA,CONSTDEP,SYSCAT  
ATTR_NAME,CONTEXTATTRIBUTES,SYSCAT  
ATTR_OPTIONS,CONTEXTATTRIBUTES,SYSCAT  
ATTR_VALUE,CONTEXTATTRIBUTES,SYSCAT  
CONTEXTNAME,CONTEXTATTRIBUTES,SYSCAT  
ALTER_TIME,CONTEXTS,SYSCAT  
AUDITEXCEPTIONENABLED,CONTEXTS,SYSCAT  
AUDITPOLICYID,CONTEXTS,SYSCAT  
AUDITPOLICYNAME,CONTEXTS,SYSCAT  
CONTEXTID,CONTEXTS,SYSCAT  
CONTEXTNAME,CONTEXTS,SYSCAT  
CREATE_TIME,CONTEXTS,SYSCAT  
DEFAULTCONTEXTROLE,CONTEXTS,SYSCAT  
ENABLED,CONTEXTS,SYSCAT  
REMARKS,CONTEXTS,SYSCAT  
SYSTEMAUTHID,CONTEXTS,SYSCAT  
BCOLNAME,CONTROLDEP,SYSCAT  
BMODULEID,CONTROLDEP,SYSCAT  
BMODULENAME,CONTROLDEP,SYSCAT  
BNAME,CONTROLDEP,SYSCAT  
BSCHEMA,CONTROLDEP,SYSCAT  
BTYPE,CONTROLDEP,SYSCAT  
DNAME,CONTROLDEP,SYSCAT  
DSCHEMA,CONTROLDEP,SYSCAT  
DTYPE,CONTROLDEP,SYSCAT  
ALTER_TIME,CONTROLS,SYSCAT  
COLLATIONNAME,CONTROLS,SYSCAT  
COLLATIONNAME_ORDERBY,CONTROLS,SYSCAT  
COLLATIONSCHEMA,CONTROLS,SYSCAT  
COLLATIONSCHEMA_ORDERBY,CONTROLS,SYSCAT  
COLNAME,CONTROLS,SYSCAT  
CONTROLID,CONTROLS,SYSCAT  
CONTROLNAME,CONTROLS,SYSCAT  
CONTROLSCHEMA,CONTROLS,SYSCAT  
CONTROLTYPE,CONTROLS,SYSCAT  
CREATE_TIME,CONTROLS,SYSCAT  
ENABLE,CONTROLS,SYSCAT  
ENFORCED,CONTROLS,SYSCAT  
ENVSTRINGUNITS,CONTROLS,SYSCAT  
FUNC_PATH,CONTROLS,SYSCAT  
IMPLICIT,CONTROLS,SYSCAT  
OWNER,CONTROLS,SYSCAT  
OWNERTYPE,CONTROLS,SYSCAT  
QUALIFIER,CONTROLS,SYSCAT  
REMARKS,CONTROLS,SYSCAT  
RULETEXT,CONTROLS,SYSCAT  
TABCORRELATION,CONTROLS,SYSCAT  
TABNAME,CONTROLS,SYSCAT  
TABSCHEMA,CONTROLS,SYSCAT  
VALID,CONTROLS,SYSCAT  
DATAPARTITIONEXPRESSION,DATAPARTITIONEXPRESSION,SYSCAT  
DATAPARTITIONKEYSEQ,DATAPARTITIONEXPRESSION,SYSCAT  
NULLSFIRST,DATAPARTITIONEXPRESSION,SYSCAT  
TABNAME,DATAPARTITIONEXPRESSION,SYSCAT  
TABSCHEMA,DATAPARTITIONEXPRESSION,SYSCAT  
ACCESS_MODE,DATAPARTITIONS,SYSCAT  
ACTIVE_BLOCKS,DATAPARTITIONS,SYSCAT  
AVGCOMPRESSEDROWSIZE,DATAPARTITIONS,SYSCAT  
AVGROWCOMPRESSIONRATIO,DATAPARTITIONS,SYSCAT  
AVGROWSIZE,DATAPARTITIONS,SYSCAT  
CARD,DATAPARTITIONS,SYSCAT  
COLDICT_ALTER_TIME,DATAPARTITIONS,SYSCAT  
COLDICT_CREATE_TIME,DATAPARTITIONS,SYSCAT  
COLDICT_EXISTS,DATAPARTITIONS,SYSCAT  
DATAPARTITIONID,DATAPARTITIONS,SYSCAT  
DATAPARTITIONNAME,DATAPARTITIONS,SYSCAT  
FPAGES,DATAPARTITIONS,SYSCAT  
HIGHINCLUSIVE,DATAPARTITIONS,SYSCAT  
HIGHVALUE,DATAPARTITIONS,SYSCAT  
INDEX_TBSPACEID,DATAPARTITIONS,SYSCAT  
LASTUSED,DATAPARTITIONS,SYSCAT  
LONG_TBSPACEID,DATAPARTITIONS,SYSCAT  
LOWINCLUSIVE,DATAPARTITIONS,SYSCAT  
LOWVALUE,DATAPARTITIONS,SYSCAT  
NPAGES,DATAPARTITIONS,SYSCAT  
OVERFLOW,DATAPARTITIONS,SYSCAT  
PARTITIONOBJECTID,DATAPARTITIONS,SYSCAT  
PCTPAGESAVED,DATAPARTITIONS,SYSCAT  
PCTROWSCOMPRESSED,DATAPARTITIONS,SYSCAT  
SEQNO,DATAPARTITIONS,SYSCAT  
STATS_TIME,DATAPARTITIONS,SYSCAT  
STATUS,DATAPARTITIONS,SYSCAT  
TABNAME,DATAPARTITIONS,SYSCAT  
TABSCHEMA,DATAPARTITIONS,SYSCAT  
TBSPACEID,DATAPARTITIONS,SYSCAT  
BMODULEID,DATATYPEDEP,SYSCAT  
BMODULENAME,DATATYPEDEP,SYSCAT  
BNAME,DATATYPEDEP,SYSCAT  
BSCHEMA,DATATYPEDEP,SYSCAT  
BTYPE,DATATYPEDEP,SYSCAT  
TABAUTH,DATATYPEDEP,SYSCAT  
TYPEMODULEID,DATATYPEDEP,SYSCAT  
TYPEMODULENAME,DATATYPEDEP,SYSCAT  
TYPENAME,DATATYPEDEP,SYSCAT  
TYPESCHEMA,DATATYPEDEP,SYSCAT  
ALTER_TIME,DATATYPES,SYSCAT  
ARRAYINDEXTYPEID,DATATYPES,SYSCAT  
ARRAYINDEXTYPELENGTH,DATATYPES,SYSCAT  
ARRAYINDEXTYPENAME,DATATYPES,SYSCAT  
ARRAYINDEXTYPESCHEMA,DATATYPES,SYSCAT  
ARRAYINDEXTYPE_STRINGUNITS,DATATYPES,SYSCAT  
ARRAYINDEXTYPE_STRINGUNITSLENGTH,DATATYPES,SYSCAT  
ARRAY_LENGTH,DATATYPES,SYSCAT  
ATTRCOUNT,DATATYPES,SYSCAT  
CLASS,DATATYPES,SYSCAT  
CODEPAGE,DATATYPES,SYSCAT  
COLLATIONNAME,DATATYPES,SYSCAT  
COLLATIONSCHEMA,DATATYPES,SYSCAT  
CONSTRAINT_TEXT,DATATYPES,SYSCAT  
CREATE_TIME,DATATYPES,SYSCAT  
DEFINER,DATATYPES,SYSCAT  
ENVSTRINGUNITS,DATATYPES,SYSCAT  
FINAL,DATATYPES,SYSCAT  
FUNC_PATH,DATATYPES,SYSCAT  
INLINE_LENGTH,DATATYPES,SYSCAT  
INSTANTIABLE,DATATYPES,SYSCAT  
JARSCHEMA,DATATYPES,SYSCAT  
JAR_ID,DATATYPES,SYSCAT  
LAST_REGEN_TIME,DATATYPES,SYSCAT  
LENGTH,DATATYPES,SYSCAT  
METATYPE,DATATYPES,SYSCAT  
NATURAL_INLINE_LENGTH,DATATYPES,SYSCAT  
NULLS,DATATYPES,SYSCAT  
OWNER,DATATYPES,SYSCAT  
OWNERTYPE,DATATYPES,SYSCAT  
PUBLISHED,DATATYPES,SYSCAT  
REMARKS,DATATYPES,SYSCAT  
SCALE,DATATYPES,SYSCAT  
SOURCEMODULEID,DATATYPES,SYSCAT  
SOURCEMODULENAME,DATATYPES,SYSCAT  
SOURCENAME,DATATYPES,SYSCAT  
SOURCESCHEMA,DATATYPES,SYSCAT  
SOURCETYPEID,DATATYPES,SYSCAT  
SQLJ_REPRESENTATION,DATATYPES,SYSCAT  
STRINGUNITSLENGTH,DATATYPES,SYSCAT  
TYPEID,DATATYPES,SYSCAT  
TYPEMODULEID,DATATYPES,SYSCAT  
TYPEMODULENAME,DATATYPES,SYSCAT  
TYPENAME,DATATYPES,SYSCAT  
TYPERULES,DATATYPES,SYSCAT  
TYPESCHEMA,DATATYPES,SYSCAT  
TYPESTRINGUNITS,DATATYPES,SYSCAT  
VALID,DATATYPES,SYSCAT  
WITH_FUNC_ACCESS,DATATYPES,SYSCAT  
ACCESSCTRLAUTH,DBAUTH,SYSCAT  
BINDADDAUTH,DBAUTH,SYSCAT  
CONNECTAUTH,DBAUTH,SYSCAT  
CREATESECUREAUTH,DBAUTH,SYSCAT  
CREATETABAUTH,DBAUTH,SYSCAT  
DATAACCESSAUTH,DBAUTH,SYSCAT  
DBADMAUTH,DBAUTH,SYSCAT  
EXPLAINAUTH,DBAUTH,SYSCAT  
EXTERNALROUTINEAUTH,DBAUTH,SYSCAT  
GRANTEE,DBAUTH,SYSCAT  
GRANTEETYPE,DBAUTH,SYSCAT  
GRANTOR,DBAUTH,SYSCAT  
GRANTORTYPE,DBAUTH,SYSCAT  
IMPLSCHEMAAUTH,DBAUTH,SYSCAT  
LIBRARYADMAUTH,DBAUTH,SYSCAT  
LOADAUTH,DBAUTH,SYSCAT  
NOFENCEAUTH,DBAUTH,SYSCAT  
QUIESCECONNECTAUTH,DBAUTH,SYSCAT  
SECURITYADMAUTH,DBAUTH,SYSCAT  
SQLADMAUTH,DBAUTH,SYSCAT  
WLMADMAUTH,DBAUTH,SYSCAT  
DBPARTITIONNUM,DBPARTITIONGROUPDEF,SYSCAT  
DBPGNAME,DBPARTITIONGROUPDEF,SYSCAT  
IN_USE,DBPARTITIONGROUPDEF,SYSCAT  
CREATE_TIME,DBPARTITIONGROUPS,SYSCAT  
DBPGNAME,DBPARTITIONGROUPS,SYSCAT  
DEFINER,DBPARTITIONGROUPS,SYSCAT  
OWNER,DBPARTITIONGROUPS,SYSCAT  
OWNERTYPE,DBPARTITIONGROUPS,SYSCAT  
PMAP_ID,DBPARTITIONGROUPS,SYSCAT  
REDISTRIBUTE_PMAP_ID,DBPARTITIONGROUPS,SYSCAT  
REMARKS,DBPARTITIONGROUPS,SYSCAT  
AUTOSTART,EVENTMONITORS,SYSCAT  
BUFFERSIZE,EVENTMONITORS,SYSCAT  
DBPARTITIONNUM,EVENTMONITORS,SYSCAT  
DEFINER,EVENTMONITORS,SYSCAT  
EVMONNAME,EVENTMONITORS,SYSCAT  
EVMON_ACTIVATES,EVENTMONITORS,SYSCAT  
IO_MODE,EVENTMONITORS,SYSCAT  
MAXFILES,EVENTMONITORS,SYSCAT  
MAXFILESIZE,EVENTMONITORS,SYSCAT  
MEMBER,EVENTMONITORS,SYSCAT  
MONSCOPE,EVENTMONITORS,SYSCAT  
NODENUM,EVENTMONITORS,SYSCAT  
OWNER,EVENTMONITORS,SYSCAT  
OWNERTYPE,EVENTMONITORS,SYSCAT  
REMARKS,EVENTMONITORS,SYSCAT  
TARGET,EVENTMONITORS,SYSCAT  
TARGET_TYPE,EVENTMONITORS,SYSCAT  
VERSIONNUMBER,EVENTMONITORS,SYSCAT  
WRITE_MODE,EVENTMONITORS,SYSCAT  
EVMONNAME,EVENTS,SYSCAT  
FILTER,EVENTS,SYSCAT  
TYPE,EVENTS,SYSCAT  
EVMONNAME,EVENTTABLES,SYSCAT  
LOGICAL_GROUP,EVENTTABLES,SYSCAT  
PCTDEACTIVATE,EVENTTABLES,SYSCAT  
TABNAME,EVENTTABLES,SYSCAT  
TABOPTIONS,EVENTTABLES,SYSCAT  
TABSCHEMA,EVENTTABLES,SYSCAT  
BOOLEANSTYLE,EXTERNALTABLEOPTIONS,SYSCAT  
DATEDELIMITER,EXTERNALTABLEOPTIONS,SYSCAT  
DATESTYLE,EXTERNALTABLEOPTIONS,SYSCAT  
DECIMALDELIMITER,EXTERNALTABLEOPTIONS,SYSCAT  
ENCODING,EXTERNALTABLEOPTIONS,SYSCAT  
FIELDDELIMITER,EXTERNALTABLEOPTIONS,SYSCAT  
FILENAME,EXTERNALTABLEOPTIONS,SYSCAT  
FORMAT,EXTERNALTABLEOPTIONS,SYSCAT  
ISCOMPRESS,EXTERNALTABLEOPTIONS,SYSCAT  
ISCONTROLCHARACTERS,EXTERNALTABLEOPTIONS,SYSCAT  
ISCRINSTRING,EXTERNALTABLEOPTIONS,SYSCAT  
ISESCAPE,EXTERNALTABLEOPTIONS,SYSCAT  
ISFILLRECORD,EXTERNALTABLEOPTIONS,SYSCAT  
ISIGNOREZERO,EXTERNALTABLEOPTIONS,SYSCAT  
ISINCLUDEHEADER,EXTERNALTABLEOPTIONS,SYSCAT  
ISINCLUDEZEROSECONDS,EXTERNALTABLEOPTIONS,SYSCAT  
ISTIMEROUNDNANOS,EXTERNALTABLEOPTIONS,SYSCAT  
ISTRUNCSTRING,EXTERNALTABLEOPTIONS,SYSCAT  
LOGFILEPATH,EXTERNALTABLEOPTIONS,SYSCAT  
MAXERRORS,EXTERNALTABLEOPTIONS,SYSCAT  
MAXROWS,EXTERNALTABLEOPTIONS,SYSCAT  
NULLVALUE,EXTERNALTABLEOPTIONS,SYSCAT  
QUOTEDVALUE,EXTERNALTABLEOPTIONS,SYSCAT  
RECORDDELIMITER,EXTERNALTABLEOPTIONS,SYSCAT  
RECORDLENGTH,EXTERNALTABLEOPTIONS,SYSCAT  
REMOTESOURCE,EXTERNALTABLEOPTIONS,SYSCAT  
REQUIREQUOTES,EXTERNALTABLEOPTIONS,SYSCAT  
SKIPROWS,EXTERNALTABLEOPTIONS,SYSCAT  
SOCKETBUFFERSIZE,EXTERNALTABLEOPTIONS,SYSCAT  
TABLENAME,EXTERNALTABLEOPTIONS,SYSCAT  
TIMEDELIMITER,EXTERNALTABLEOPTIONS,SYSCAT  
TIMESTYLE,EXTERNALTABLEOPTIONS,SYSCAT  
Y2BASE,EXTERNALTABLEOPTIONS,SYSCAT  
METATYPE,FULLHIERARCHIES,SYSCAT  
ROOT_NAME,FULLHIERARCHIES,SYSCAT  
ROOT_SCHEMA,FULLHIERARCHIES,SYSCAT  
SUB_NAME,FULLHIERARCHIES,SYSCAT  
SUB_SCHEMA,FULLHIERARCHIES,SYSCAT  
SUPER_NAME,FULLHIERARCHIES,SYSCAT  
SUPER_SCHEMA,FULLHIERARCHIES,SYSCAT  
BMODULEID,FUNCDEP,SYSCAT  
BMODULENAME,FUNCDEP,SYSCAT  
BNAME,FUNCDEP,SYSCAT  
BSCHEMA,FUNCDEP,SYSCAT  
BTYPE,FUNCDEP,SYSCAT  
FUNCMODULEID,FUNCDEP,SYSCAT  
FUNCMODULENAME,FUNCDEP,SYSCAT  
FUNCNAME,FUNCDEP,SYSCAT  
FUNCSCHEMA,FUNCDEP,SYSCAT  
TABAUTH,FUNCDEP,SYSCAT  
FUNCTION_MAPPING,FUNCMAPOPTIONS,SYSCAT  
OPTION,FUNCMAPOPTIONS,SYSCAT  
SETTING,FUNCMAPOPTIONS,SYSCAT  
FUNCTION_MAPPING,FUNCMAPPARMOPTIONS,SYSCAT  
LOCATION,FUNCMAPPARMOPTIONS,SYSCAT  
OPTION,FUNCMAPPARMOPTIONS,SYSCAT  
ORDINAL,FUNCMAPPARMOPTIONS,SYSCAT  
SETTING,FUNCMAPPARMOPTIONS,SYSCAT  
CREATE_TIME,FUNCMAPPINGS,SYSCAT  
DEFINER,FUNCMAPPINGS,SYSCAT  
FUNCID,FUNCMAPPINGS,SYSCAT  
FUNCNAME,FUNCMAPPINGS,SYSCAT  
FUNCSCHEMA,FUNCMAPPINGS,SYSCAT  
FUNCTION_MAPPING,FUNCMAPPINGS,SYSCAT  
OWNER,FUNCMAPPINGS,SYSCAT  
OWNERTYPE,FUNCMAPPINGS,SYSCAT  
REMARKS,FUNCMAPPINGS,SYSCAT  
SERVERNAME,FUNCMAPPINGS,SYSCAT  
SERVERTYPE,FUNCMAPPINGS,SYSCAT  
SERVERVERSION,FUNCMAPPINGS,SYSCAT  
SPECIFICNAME,FUNCMAPPINGS,SYSCAT  
WRAPNAME,FUNCMAPPINGS,SYSCAT  
AS_LOCATOR,FUNCPARMS,SYSCAT  
CAST_FUNCID,FUNCPARMS,SYSCAT  
CODEPAGE,FUNCPARMS,SYSCAT  
FUNCNAME,FUNCPARMS,SYSCAT  
FUNCSCHEMA,FUNCPARMS,SYSCAT  
LENGTH,FUNCPARMS,SYSCAT  
ORDINAL,FUNCPARMS,SYSCAT  
PARMNAME,FUNCPARMS,SYSCAT  
ROWTYPE,FUNCPARMS,SYSCAT  
SCALE,FUNCPARMS,SYSCAT  
SCOPE_TABNAME,FUNCPARMS,SYSCAT  
SCOPE_TABSCHEMA,FUNCPARMS,SYSCAT  
SPECIFICNAME,FUNCPARMS,SYSCAT  
TARGET_TYPENAME,FUNCPARMS,SYSCAT  
TARGET_TYPESCHEMA,FUNCPARMS,SYSCAT  
TRANSFORM_GRPNAME,FUNCPARMS,SYSCAT  
TYPENAME,FUNCPARMS,SYSCAT  
TYPESCHEMA,FUNCPARMS,SYSCAT  
ASSIGN_FUNCTION,FUNCTIONS,SYSCAT  
BODY,FUNCTIONS,SYSCAT  
CARDINALITY,FUNCTIONS,SYSCAT  
CAST_FUNCTION,FUNCTIONS,SYSCAT  
CLASS,FUNCTIONS,SYSCAT  
CONTAINS_SQL,FUNCTIONS,SYSCAT  
CREATE_TIME,FUNCTIONS,SYSCAT  
DBINFO,FUNCTIONS,SYSCAT  
DEFINER,FUNCTIONS,SYSCAT  
EFFECT,FUNCTIONS,SYSCAT  
FENCED,FUNCTIONS,SYSCAT  
FINAL_CALL,FUNCTIONS,SYSCAT  
FUNCID,FUNCTIONS,SYSCAT  
FUNCNAME,FUNCTIONS,SYSCAT  
FUNCSCHEMA,FUNCTIONS,SYSCAT  
FUNC_PATH,FUNCTIONS,SYSCAT  
IMPLEMENTATION,FUNCTIONS,SYSCAT  
IMPLEMENTED,FUNCTIONS,SYSCAT  
INITIAL_INSTS,FUNCTIONS,SYSCAT  
INITIAL_IOS,FUNCTIONS,SYSCAT  
INSTS_PER_ARGBYTE,FUNCTIONS,SYSCAT  
INSTS_PER_INVOC,FUNCTIONS,SYSCAT  
IOS_PER_ARGBYTE,FUNCTIONS,SYSCAT  
IOS_PER_INVOC,FUNCTIONS,SYSCAT  
JAR_ID,FUNCTIONS,SYSCAT  
LANGUAGE,FUNCTIONS,SYSCAT  
METHOD,FUNCTIONS,SYSCAT  
NULLCALL,FUNCTIONS,SYSCAT  
ORIGIN,FUNCTIONS,SYSCAT  
OVERRIDDEN_FUNCID,FUNCTIONS,SYSCAT  
PARALLELIZABLE,FUNCTIONS,SYSCAT  
PARM_COUNT,FUNCTIONS,SYSCAT  
PARM_SIGNATURE,FUNCTIONS,SYSCAT  
PARM_STYLE,FUNCTIONS,SYSCAT  
PERCENT_ARGBYTES,FUNCTIONS,SYSCAT  
QUALIFIER,FUNCTIONS,SYSCAT  
REMARKS,FUNCTIONS,SYSCAT  
RESULT_COLS,FUNCTIONS,SYSCAT  
RETURN_TYPE,FUNCTIONS,SYSCAT  
SCRATCHPAD,FUNCTIONS,SYSCAT  
SELECTIVITY,FUNCTIONS,SYSCAT  
SIDE_EFFECTS,FUNCTIONS,SYSCAT  
SOURCE_SCHEMA,FUNCTIONS,SYSCAT  
SOURCE_SPECIFIC,FUNCTIONS,SYSCAT  
SPECIFICNAME,FUNCTIONS,SYSCAT  
SUBJECT_TYPENAME,FUNCTIONS,SYSCAT  
SUBJECT_TYPESCHEMA,FUNCTIONS,SYSCAT  
TYPE,FUNCTIONS,SYSCAT  
TYPE_PRESERVING,FUNCTIONS,SYSCAT  
VARIANT,FUNCTIONS,SYSCAT  
WITH_FUNC_ACCESS,FUNCTIONS,SYSCAT  
METATYPE,HIERARCHIES,SYSCAT  
ROOT_NAME,HIERARCHIES,SYSCAT  
ROOT_SCHEMA,HIERARCHIES,SYSCAT  
SUB_NAME,HIERARCHIES,SYSCAT  
SUB_SCHEMA,HIERARCHIES,SYSCAT  
SUPER_NAME,HIERARCHIES,SYSCAT  
SUPER_SCHEMA,HIERARCHIES,SYSCAT  
BINID,HISTOGRAMTEMPLATEBINS,SYSCAT  
BINUPPERVALUE,HISTOGRAMTEMPLATEBINS,SYSCAT  
TEMPLATEID,HISTOGRAMTEMPLATEBINS,SYSCAT  
TEMPLATENAME,HISTOGRAMTEMPLATEBINS,SYSCAT  
ALTER_TIME,HISTOGRAMTEMPLATES,SYSCAT  
CREATE_TIME,HISTOGRAMTEMPLATES,SYSCAT  
NUMBINS,HISTOGRAMTEMPLATES,SYSCAT  
REMARKS,HISTOGRAMTEMPLATES,SYSCAT  
TEMPLATEID,HISTOGRAMTEMPLATES,SYSCAT  
TEMPLATENAME,HISTOGRAMTEMPLATES,SYSCAT  
HISTOGRAMTYPE,HISTOGRAMTEMPLATEUSE,SYSCAT  
OBJECTID,HISTOGRAMTEMPLATEUSE,SYSCAT  
OBJECTTYPE,HISTOGRAMTEMPLATEUSE,SYSCAT  
PARENTSERVICECLASSNAME,HISTOGRAMTEMPLATEUSE,SYSCAT  
SERVICECLASSNAME,HISTOGRAMTEMPLATEUSE,SYSCAT  
TEMPLATEID,HISTOGRAMTEMPLATEUSE,SYSCAT  
TEMPLATENAME,HISTOGRAMTEMPLATEUSE,SYSCAT  
WORKACTIONNAME,HISTOGRAMTEMPLATEUSE,SYSCAT  
WORKACTIONSETNAME,HISTOGRAMTEMPLATEUSE,SYSCAT  
WORKLOADNAME,HISTOGRAMTEMPLATEUSE,SYSCAT  
CONTROLAUTH,INDEXAUTH,SYSCAT  
GRANTEE,INDEXAUTH,SYSCAT  
GRANTEETYPE,INDEXAUTH,SYSCAT  
GRANTOR,INDEXAUTH,SYSCAT  
GRANTORTYPE,INDEXAUTH,SYSCAT  
INDNAME,INDEXAUTH,SYSCAT  
INDSCHEMA,INDEXAUTH,SYSCAT  
COLLATIONNAME,INDEXCOLUSE,SYSCAT  
COLLATIONSCHEMA,INDEXCOLUSE,SYSCAT  
COLNAME,INDEXCOLUSE,SYSCAT  
COLORDER,INDEXCOLUSE,SYSCAT  
COLSEQ,INDEXCOLUSE,SYSCAT  
INDNAME,INDEXCOLUSE,SYSCAT  
INDSCHEMA,INDEXCOLUSE,SYSCAT  
TEXT,INDEXCOLUSE,SYSCAT  
VIRTUAL,INDEXCOLUSE,SYSCAT  
BMODULEID,INDEXDEP,SYSCAT  
BMODULENAME,INDEXDEP,SYSCAT  
BNAME,INDEXDEP,SYSCAT  
BSCHEMA,INDEXDEP,SYSCAT  
BTYPE,INDEXDEP,SYSCAT  
INDNAME,INDEXDEP,SYSCAT  
INDSCHEMA,INDEXDEP,SYSCAT  
TABAUTH,INDEXDEP,SYSCAT  
AVERAGE_RANDOM_FETCH_PAGES,INDEXES,SYSCAT  
AVERAGE_RANDOM_PAGES,INDEXES,SYSCAT  
AVERAGE_SEQUENCE_FETCH_GAP,INDEXES,SYSCAT  
AVERAGE_SEQUENCE_FETCH_PAGES,INDEXES,SYSCAT  
AVERAGE_SEQUENCE_GAP,INDEXES,SYSCAT  
AVERAGE_SEQUENCE_PAGES,INDEXES,SYSCAT  
AVGLEAFKEYSIZE,INDEXES,SYSCAT  
AVGNLEAFKEYSIZE,INDEXES,SYSCAT  
AVGPARTITION_CLUSTERFACTOR,INDEXES,SYSCAT  
AVGPARTITION_CLUSTERRATIO,INDEXES,SYSCAT  
AVGPARTITION_PAGE_FETCH_PAIRS,INDEXES,SYSCAT  
CLUSTERFACTOR,INDEXES,SYSCAT  
CLUSTERRATIO,INDEXES,SYSCAT  
COLCOUNT,INDEXES,SYSCAT  
COLLECTSTATISTCS,INDEXES,SYSCAT  
COLNAMES,INDEXES,SYSCAT  
COMPRESSION,INDEXES,SYSCAT  
CREATE_TIME,INDEXES,SYSCAT  
DATAPARTITION_CLUSTERFACTOR,INDEXES,SYSCAT  
DEFINER,INDEXES,SYSCAT  
DENSITY,INDEXES,SYSCAT  
ENTRYTYPE,INDEXES,SYSCAT  
ENVSTRINGUNITS,INDEXES,SYSCAT  
FIRST2KEYCARD,INDEXES,SYSCAT  
FIRST3KEYCARD,INDEXES,SYSCAT  
FIRST4KEYCARD,INDEXES,SYSCAT  
FIRSTKEYCARD,INDEXES,SYSCAT  
FULLKEYCARD,INDEXES,SYSCAT  
FUNC_PATH,INDEXES,SYSCAT  
IEARGUMENTS,INDEXES,SYSCAT  
IENAME,INDEXES,SYSCAT  
IESCHEMA,INDEXES,SYSCAT  
IID,INDEXES,SYSCAT  
INDCARD,INDEXES,SYSCAT  
INDEXTYPE,INDEXES,SYSCAT  
INDEX_OBJECTID,INDEXES,SYSCAT  
INDNAME,INDEXES,SYSCAT  
INDSCHEMA,INDEXES,SYSCAT  
INTERNAL_FORMAT,INDEXES,SYSCAT  
LASTUSED,INDEXES,SYSCAT  
LEVEL2PCTFREE,INDEXES,SYSCAT  
MADE_UNIQUE,INDEXES,SYSCAT  
MADE_WITHOUTOVERLAPS,INDEXES,SYSCAT  
MINPCTUSED,INDEXES,SYSCAT  
NLEAF,INDEXES,SYSCAT  
NLEVELS,INDEXES,SYSCAT  
NULLKEYS,INDEXES,SYSCAT  
NUMRIDS,INDEXES,SYSCAT  
NUMRIDS_DELETED,INDEXES,SYSCAT  
NUM_EMPTY_LEAFS,INDEXES,SYSCAT  
OS_PTR_SIZE,INDEXES,SYSCAT  
OWNER,INDEXES,SYSCAT  
OWNERTYPE,INDEXES,SYSCAT  
PAGESPLIT,INDEXES,SYSCAT  
PAGE_FETCH_PAIRS,INDEXES,SYSCAT  
PCTFREE,INDEXES,SYSCAT  
PCTPAGESSAVED,INDEXES,SYSCAT  
PERIODNAME,INDEXES,SYSCAT  
PERIODPOLICY,INDEXES,SYSCAT  
REMARKS,INDEXES,SYSCAT  
REVERSE_SCANS,INDEXES,SYSCAT  
SEQUENTIAL_PAGES,INDEXES,SYSCAT  
STATS_TIME,INDEXES,SYSCAT  
SYSTEM_REQUIRED,INDEXES,SYSCAT  
TABNAME,INDEXES,SYSCAT  
TABSCHEMA,INDEXES,SYSCAT  
TBSPACEID,INDEXES,SYSCAT  
UNIQUERULE,INDEXES,SYSCAT  
UNIQUE_COLCOUNT,INDEXES,SYSCAT  
USER_DEFINED,INDEXES,SYSCAT  
VIEWNAME,INDEXES,SYSCAT  
VIEWSCHEMA,INDEXES,SYSCAT  
EXACT,INDEXEXPLOITRULES,SYSCAT  
FUNCID,INDEXEXPLOITRULES,SYSCAT  
IENAME,INDEXEXPLOITRULES,SYSCAT  
IESCHEMA,INDEXEXPLOITRULES,SYSCAT  
RULEID,INDEXEXPLOITRULES,SYSCAT  
SEARCHARGUMENT,INDEXEXPLOITRULES,SYSCAT  
SEARCHKEY,INDEXEXPLOITRULES,SYSCAT  
SEARCHMETHODID,INDEXEXPLOITRULES,SYSCAT  
SPECID,INDEXEXPLOITRULES,SYSCAT  
BMODULEID,INDEXEXTENSIONDEP,SYSCAT  
BMODULENAME,INDEXEXTENSIONDEP,SYSCAT  
BNAME,INDEXEXTENSIONDEP,SYSCAT  
BSCHEMA,INDEXEXTENSIONDEP,SYSCAT  
BTYPE,INDEXEXTENSIONDEP,SYSCAT  
IENAME,INDEXEXTENSIONDEP,SYSCAT  
IESCHEMA,INDEXEXTENSIONDEP,SYSCAT  
TABAUTH,INDEXEXTENSIONDEP,SYSCAT  
FILTERFUNCNAME,INDEXEXTENSIONMETHODS,SYSCAT  
FILTERFUNCSCHEMA,INDEXEXTENSIONMETHODS,SYSCAT  
FILTERSPECIFICNAME,INDEXEXTENSIONMETHODS,SYSCAT  
IENAME,INDEXEXTENSIONMETHODS,SYSCAT  
IESCHEMA,INDEXEXTENSIONMETHODS,SYSCAT  
METHODID,INDEXEXTENSIONMETHODS,SYSCAT  
METHODNAME,INDEXEXTENSIONMETHODS,SYSCAT  
RANGEFUNCNAME,INDEXEXTENSIONMETHODS,SYSCAT  
RANGEFUNCSCHEMA,INDEXEXTENSIONMETHODS,SYSCAT  
RANGESPECIFICNAME,INDEXEXTENSIONMETHODS,SYSCAT  
REMARKS,INDEXEXTENSIONMETHODS,SYSCAT  
